aX,aY,aZ,gX,gY,gZ,Roll,Pitch
0.175,0.584,-0.78,4.7,-33.752,-10.62,34.834,2.912
0.295,0.606,-0.775,7.812,-23.193,-18.494,36.002,8.255
0.357,0.61,-0.726,0.061,-18.066,-17.09,36.064,13.323
0.432,0.589,-0.697,7.507,-16.785,-13.306,36.466,18.245
0.489,0.557,-0.686,8.301,-15.869,-13.489,35.72,22.875
0.526,0.577,-0.617,0.671,-18.616,-9.705,35.518,26.689
0.568,0.547,-0.627,2.136,-13.916,-13.184,34.442,30.121
0.658,0.553,-0.585,10.742,-17.822,-17.761,33.557,33.657
0.666,0.54,-0.513,6.531,-5.859,-6.104,33.381,36.845
0.7,0.478,-0.523,8.606,-7.263,-10.742,31.697,39.984
0.737,0.49,-0.499,8.667,-7.141,-11.963,30.632,43.03
0.76,0.423,-0.447,2.502,-6.897,-4.822,29.012,45.971
0.775,0.455,-0.455,1.892,-6.226,-4.517,27.534,48.1
0.772,0.464,-0.437,-0.793,-1.709,-2.136,27.25,49.557
0.794,0.443,-0.426,4.272,-2.93,-2.258,26.567,51.016
0.79,0.434,-0.421,3.967,0.671,-1.831,26.616,51.408
0.795,0.429,-0.42,-6.409,-0.488,-0.854,26.278,52.072
0.821,0.356,-0.399,4.944,-2.625,-2.136,24.726,53.684
0.815,0.441,-0.406,7.935,1.77,1.404,24.65,54.029
0.791,0.444,-0.423,-2.38,0.427,-0.366,24.775,53.928
aX,aY,aZ,gX,gY,gZ,Roll,Pitch
0.949,0.11,-0.216,12.085,-0.183,2.136,6.431,75.699
0.97,0.079,-0.176,-17.7,3.418,-3.601,5.495,77.25
0.964,0.117,-0.204,0.061,0.61,-0.366,5.921,76.938
0.963,0.101,-0.2,-2.502,3.479,-0.366,5.9,76.936
0.976,0.157,-0.275,-7.385,22.4,16.846,6.515,75.985
0.953,0.161,-0.318,-12.39,34.729,21.118,7.649,73.656
0.914,0.166,-0.369,10.071,26.978,7.08,8.353,71.137
0.867,0.221,-0.462,-2.808,19.592,7.568,10.062,66.813
0.817,0.286,-0.536,-2.991,29.846,24.353,11.984,62.101
0.81,0.286,-0.656,-7.996,42.297,27.161,13.608,56.695
0.668,0.28,-0.714,-7.141,39.429,23.071,15.195,50.569
0.544,0.368,-0.793,-8.789,41.565,21.118,17.285,43.782
0.454,0.385,-0.859,4.089,42.297,24.109,18.646,36.887
0.326,0.362,-0.895,-4.028,42.664,24.475,20.051,29.304
0.201,0.384,-0.859,6.042,39.063,15.198,21.889,22.274
0.115,0.382,-0.882,0.854,26.733,12.756,22.449,16.041
0.024,0.411,-0.953,-6.47,22.339,10.437,22.854,9.678
-0.043,0.364,-0.91,3.052,26.978,10.803,23.07,4.331
-0.142,0.401,-0.941,3.113,33.752,7.812,22.895,-0.659
